"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
77774,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,484,2017,11
37693,"0","1","1","0",2,2,0,NA,"0","1",5,10,"0",6,4,4,2,4,625,2017,1
26671,"0","0","0","0",1,1,0,NA,"0","1",3,5,"1",NA,NA,2,NA,3,676,2017,7
50327,"1","0","1","1",3,3,0,NA,"1","1",2,6,"0",NA,NA,4,NA,4,625,2018,2
38715,"0","0","0","1",2,1,2,NA,"1","1",5,10,"0",9,7,9,4,7,625,2017,8
46002,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,576,2017,7
77503,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,484,2017,9
98894,"0","0","1","0",6,NA,1,1,"1","1",1,9,"0",7,5,0,3,8,324,2016,12
28652,"1","0","0","0",1,NA,1,1,"0","1",3,10,"0",8,NA,2,NA,9,625,2016,12
80338,"0","0","0","0",4,3,0,NA,"1","1",1,5,"0",NA,NA,9,NA,5,484,2018,3
86109,"0","0","1","1",4,2,1,NA,"1","1",3,10,"0",NA,NA,8,NA,9,441,2018,2
91730,"0","0","0","0",10,NA,1,3,"1","1",2,9,"0",6,6,0,3,6,361,2016,7
68409,"1","0","0","1",9,NA,0,3,"0","1",1,8,"1",5,NA,4,NA,8,441,2016,6
19181,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,NA,NA,676,2016,3
36599,"1","0","0","1",0,NA,1,NA,"0","0",2,5,NA,NA,NA,5,NA,4,676,2018,3
60585,"0","1","0","0",3,3,0,NA,"0","1",2,7,"0",4,6,2,7,6,529,2017,2
86706,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,484,2018,6
96174,"0","0","0","0",4,2,1,NA,"1","1",4,10,"0",NA,NA,7,NA,3,400,2018,3
2250,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,1024,2017,1
42147,"0","0","1","0",2,NA,0,1,"0","1",1,10,"0",4,NA,4,NA,13,576,2016,10
46628,"0","1","1","0",6,NA,0,1,"1","1",3,6,"0",5,8,5,NA,5,576,2017,7
99489,"0","0","1","0",3,2,0,NA,"0","1",1,10,"0",NA,NA,9,NA,12,361,2018,2
36642,"0","1","1","0",3,3,1,NA,"1","1",2,10,"1",6,5,0,2,7,625,2017,3
6246,"1","1","0","1",5,NA,0,1,"0","1",3,8,"1",4,NA,6,NA,1,900,2017,6
84427,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,484,2018,6
98100,"0","0","1","0",2,2,0,NA,"0","1",1,6,"0",NA,NA,0,NA,6,361,2017,9
43032,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,625,2018,5
43565,"0","1","1","1",1,1,0,NA,"0","1",2,8,"0",NA,NA,8,NA,10,625,2018,1
40343,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,676,2018,5
27909,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,4,NA,NA,729,2018,7
23203,"0","1","0","0",4,NA,0,1,"1","1",3,6,"1",6,NA,9,NA,2,625,2016,5
61869,"0","0","1","1",4,4,0,NA,"0","1",3,10,"1",6,NA,7,NA,5,529,2017,2
98155,"1","1","0","0",5,5,0,NA,"0","1",2,8,"0",7,NA,3,NA,5,361,2017,6
64666,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,529,2018,2
75698,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,8,6,3,NA,529,2018,5
34910,"1","1","0","1",5,NA,1,1,"1","1",1,5,"1",7,4,9,NA,4,576,2016,5
83308,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,484,2018,2
74438,"0","0","1","1",4,NA,0,1,"0","1",1,10,"0",6,4,9,3,4,484,2017,4
69585,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,441,2016,7
1519,"0","0","1","1",5,3,2,NA,"1","1",2,7,"1",5,NA,0,NA,5,1024,2017,2
100562,"0","0","0","1",4,0,0,NA,"0","1",2,7,"0",NA,NA,8,NA,6,361,2017,10
77476,"0","0","1","0",3,NA,0,2,"1","1",2,5,"0",NA,NA,6,NA,3,400,2016,5
92497,"1","0","0","0",5,NA,0,1,"1","1",1,5,"0",7,5,7,NA,5,361,2016,6
44575,"0","0","0","0",3,NA,0,2,"1","1",4,7,"0",7,3,4,NA,2,529,2016,6
65856,"1","0","0","0",2,2,1,NA,"0","1",1,4,"0",NA,NA,9,NA,2,529,2018,1
4954,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,1024,2018,7
22809,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,784,2018,7
14553,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,841,2018,8
24456,"1","0","0","0",2,NA,0,1,"1","1",2,6,"0",7,5,5,3,4,676,2016,10
46898,"1","0","1","1",3,NA,0,1,"1","1",1,8,"0",8,7,3,4,8,576,2016,10
81551,"1","1","1","0",8,7,0,NA,"1","1",3,9,"1",NA,NA,2,NA,4,441,2017,8
51603,"0","1","0","0",1,NA,0,1,"0","1",4,6,"0",4,NA,4,NA,4,529,2016,10
56999,"1","1","1","1",6,NA,1,2,"0","1",2,7,"1",6,NA,0,NA,6,576,2018,4
36488,"0","0","1","1",4,NA,1,2,"1","1",8,8,"1",3,NA,8,NA,-5,576,2016,4
91885,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,441,2018,3
65498,"0","0","0","0",9,NA,1,1,"1","1",1,6,"1",9,NA,9,NA,6,484,2016,9
11504,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,784,2016,10
96976,"0","0","0","0",2,NA,0,1,"1","1",2,10,"0",6,5,4,NA,7,324,2016,7
40830,"1","1","0","0",4,NA,0,1,"0","1",3,8,"0",9,NA,2,NA,8,576,2016,4
1740,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,1089,2018,5
65517,"1","0","1","0",3,NA,0,1,"0","1",4,7,"1",7,8,5,5,1,484,2016,7
37067,"1","1","1","1",5,NA,0,1,"1","1",5,10,"1",7,NA,6,NA,6,625,2016,12
5247,"1","1","0","1",5,4,0,NA,"1","1",2,10,"0",NA,NA,9,NA,8,961,2017,12
96002,"0","0","0","1",6,NA,1,2,"0","1",4,10,"1",5,5,1,NA,6,361,2016,11
40709,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,676,2018,5
5883,"0","0","1","1",4,2,2,NA,"1","0",7,4,"0",4,NA,1,NA,0,900,2017,1
76947,"0","1","0","0",5,NA,0,NA,"0","0",NA,NA,"0",4,NA,3,NA,NA,400,2016,3
8592,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,4,NA,NA,900,2018,7
101765,"0","1","0","1",3,3,0,NA,"1","1",3,7,"1",4,NA,7,NA,4,289,2017,5
30957,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,676,2018,5
36006,"1","0","1","0",1,NA,2,2,"1","1",1,10,"1",6,6,1,4,9,576,2016,10
88766,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,5,NA,NA,400,2017,2
26456,"0","1","0","1",6,NA,2,1,"1","1",3,7,"1",7,7,6,NA,6,729,2017,11
99351,"0","1","1","1",1,1,0,NA,"0","1",3,10,"1",NA,NA,2,NA,9,361,2017,11
39666,"0","1","0","0",6,5,0,NA,"1","1",4,8,"1",NA,NA,1,NA,4,625,2017,11
78774,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,441,2016,8
102389,"0","1","0","0",5,NA,0,2,"1","1",1,10,"0",8,6,2,6,9,256,2016,11
76667,"1","0","0","1",5,NA,0,1,"0","1",1,7,"0",4,NA,0,NA,11,400,2016,3
100262,"1","0","1","0",6,6,0,NA,"0","1",3,7,"1",NA,NA,1,NA,2,361,2017,11
18808,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,784,2018,5
60279,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,NA,0,NA,NA,529,2017,3
48311,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,625,2018,5
83858,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,484,2018,5
67891,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,529,2018,5
57883,"0","0","0","0",3,NA,0,2,"0","1",5,10,"0",5,NA,5,NA,4,529,2017,1
43586,"0","0","0","0",8,3,1,NA,"1","1",2,5,"1",NA,NA,5,NA,5,625,2018,3
41252,"0","1","0","0",1,10,0,NA,"0","1",1,10,"0",5,5,4,2,10,576,2017,5
13548,"1","0","0","0",2,NA,1,0,"0","0",NA,NA,"1",5,NA,1,NA,NA,729,2016,2
82341,"0","0","0","0",4,2,0,NA,"1","1",1,8,"0",NA,NA,0,NA,8,441,2017,9
10357,"0","0","0","0",6,NA,2,0,"1","0",2,8,"1",6,5,8,2,8,729,2016,3
76353,"1","0","1","1",1,0,0,NA,"1","1",3,10,"1",5,NA,9,NA,5,441,2017,3
80477,"1","0","0","1",3,2,1,NA,"1","1",3,8,"1",NA,NA,9,NA,8,484,2018,2
11107,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,3,2,NA,841,2017,7
24223,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,729,2017,7
86572,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,NA,2,NA,NA,441,2018,2
77286,"0","1","0","1",3,NA,1,1,"1","1",3,10,"0",5,NA,1,NA,8,400,2016,2
72620,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,529,2018,5
47252,"0","0","0","1",2,1,1,NA,"1","1",1,6,"0",NA,NA,5,NA,5,625,2018,3
80704,"0","1","1","0",6,NA,1,2,"1","1",1,10,"0",7,6,2,NA,9,441,2016,10
72769,"0","0","0","0",4,NA,0,1,"1","1",1,8,"1",5,NA,4,NA,7,441,2016,5
1543,"0","0","0","0",5,15,0,NA,"1","1",4,6,"0",NA,NA,9,NA,1,1089,2017,12
2431,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,1089,2018,6
22910,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,784,2018,8
33174,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,8,1,4,NA,729,2018,9
92107,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,441,2018,6
2439,"0","1","1","1",8,4,2,NA,"1","1",3,7,"1",NA,NA,6,NA,3,1089,2018,3
88297,"1","0","0","0",6,4,0,NA,"1","1",5,10,"1",NA,NA,0,NA,3,441,2017,9
21617,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,729,2017,7
63727,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,529,2017,11
92056,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,441,2018,5
40891,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,4,4,NA,NA,676,2018,7
25961,"1","1","0","0",4,NA,0,1,"1","1",2,6,"1",5,4,4,NA,4,676,2017,3
37114,"0","0","0","0",4,NA,1,1,"1","1",2,6,"1",7,5,7,1,3,576,2016,5
66245,"0","0","1","1",5,4,1,NA,"1","1",1,5,"0",6,NA,3,NA,4,484,2017,4
89744,"0","0","1","0",3,NA,1,0,"1","0",1,6,"1",2,5,1,NA,5,400,2016,12
806,"1","0","0","0",3,NA,1,1,"0","1",2,8,"0",5,NA,8,NA,9,1089,2016,11
38903,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,6,7,3,NA,676,2018,7
70858,"1","1","0","0",5,4,0,NA,"0","1",1,4,"0",6,6,5,4,6,484,2017,2
31207,"0","0","0","0",2,NA,1,1,"1","1",1,10,"0",4,6,4,NA,10,576,2016,5
64853,"0","0","0","0",0,NA,0,NA,"0","0",3,10,NA,9,5,0,5,9,484,2017,2
25924,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,NA,8,NA,NA,729,2017,11
39926,"1","0","0","0",4,15,0,NA,"0","1",1,10,"1",6,4,2,2,4,625,2017,7
63457,"1","1","0","0",6,NA,0,1,"1","1",1,9,"0",6,5,4,NA,8,484,2016,10
22233,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,5,NA,NA,784,2018,9
61901,"0","1","0","0",3,NA,1,1,"1","1",5,10,"1",2,NA,4,NA,7,529,2017,4
48873,"0","0","1","0",6,NA,0,2,"1","1",4,9,"1",7,NA,9,NA,5,529,2016,5
16434,"1","0","1","0",4,NA,2,0,"1","0",3,6,"1",4,4,7,NA,3,676,2016,5
16566,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,NA,NA,676,2016,3
98487,"0","1","1","1",6,3,0,NA,"1","1",5,10,"0",NA,NA,8,NA,7,361,2017,7
2769,"0","0","1","1",3,1,2,NA,"1","1",5,7,"0",NA,NA,2,NA,1,1024,2018,1
20265,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,784,2018,5
81350,"1","1","0","0",4,NA,0,2,"0","1",1,6,"0",7,6,0,NA,7,441,2016,10
89959,"0","0","1","0",2,NA,0,1,"1","1",6,8,"1",6,NA,2,NA,0,361,2016,4
69158,"0","0","0","1",9,NA,1,1,"1","1",3,10,"0",5,8,3,1,7,529,2018,4
17162,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,784,2017,10
24141,"0","0","1","0",3,2,0,NA,"0","1",3,8,"1",NA,NA,3,NA,6,729,2017,11
78488,"0","0","1","0",2,2,0,NA,"1","1",1,10,"1",NA,NA,1,NA,11,484,2017,10
89728,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,441,2018,8
66163,"1","0","1","0",1,1,0,NA,"0","1",3,10,"1",NA,NA,7,NA,7,529,2018,2
82278,"0","0","1","1",2,2,1,NA,"0","1",5,10,"0",NA,NA,9,NA,6,441,2017,9
41301,"1","0","1","1",3,NA,0,1,"0","1",2,10,"1",9,6,0,6,9,576,2016,9
24181,"0","0","0","0",13,NA,0,4,"1","1",1,10,"1",5,5,3,NA,8,676,2016,9
47728,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,625,2017,12
59201,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,576,2018,5
61381,"0","1","0","0",5,NA,0,0,"1","0",NA,NA,"0",5,5,7,NA,NA,484,2016,10
31980,"0","0","1","1",7,5,1,NA,"1","1",2,10,"0",NA,NA,0,NA,13,676,2017,8
94588,"0","0","0","0",5,4,0,NA,"1","0",1,6,"1",NA,NA,1,NA,4,400,2017,7
98597,"0","1","0","0",6,2,0,NA,"1","1",4,8,"1",NA,NA,6,NA,3,361,2018,1
40837,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,2,NA,NA,676,2018,7
95744,"1","0","0","0",3,0,0,NA,"1","1",1,5,"1",NA,NA,2,NA,2,400,2017,7
47088,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,625,2018,6
74810,"1","1","0","1",2,2,0,NA,"1","1",3,7,"0",NA,NA,8,NA,5,484,2018,1
50344,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,625,2018,6
43459,"0","0","1","0",5,NA,0,2,"0","1",2,6,"0",4,4,7,NA,5,529,2016,5
16917,"0","0","1","1",7,3,1,NA,"1","1",4,8,"1",NA,NA,3,NA,5,784,2017,9
82071,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,5,8,NA,NA,484,2018,8
69163,"1","0","0","0",4,NA,1,0,"1","0",1,10,"0",4,8,6,NA,9,484,2017,1
33005,"1","0","1","0",2,NA,0,0,"1","0",1,8,"1",6,8,8,5,4,676,2017,9
50570,"1","1","1","1",0,NA,1,NA,"0","0",2,10,NA,6,NA,6,NA,9,576,2017,5
15202,"0","0","0","0",3,NA,2,0,"1","0",1,6,"1",5,5,9,3,5,676,2016,3
43630,"0","1","1","1",5,1,0,NA,"1","1",2,10,"1",5,NA,9,NA,10,625,2017,7
3431,"0","0","1","1",7,4,2,NA,"1","1",2,7,"1",NA,NA,5,NA,4,1024,2017,10
86264,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,5,3,NA,361,2016,3
83043,"1","0","1","1",6,NA,0,3,"0","1",1,10,"1",4,NA,4,NA,11,400,2016,11
42356,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,NA,0,NA,NA,676,2018,10
341,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,1225,2016,2
79012,"1","0","0","0",2,NA,1,1,"0","1",1,6,"1",8,NA,1,NA,5,484,2017,9
48869,"1","0","1","1",2,NA,0,0,"0","0",1,10,"0",6,5,7,3,7,576,2017,3
63875,"0","0","0","0",2,NA,0,0,"0","0",6,1,"0",5,5,2,NA,-5,529,2017,4
80859,"1","0","0","0",5,NA,0,2,"0","1",4,7,"0",6,NA,6,NA,1,400,2016,2
59076,"0","0","0","0",5,3,0,NA,"1","1",3,7,"1",6,NA,1,NA,5,529,2017,5
99070,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,400,2018,7
39905,"1","0","0","0",1,NA,1,0,"0","0",4,9,"1",7,NA,2,NA,6,576,2016,4
9169,"0","1","0","0",3,1,2,NA,"1","1",5,10,"0",4,NA,3,NA,5,900,2018,4
66714,"0","0","0","0",4,NA,1,4,"1","1",4,10,"0",5,NA,9,NA,5,484,2016,11
8949,"1","1","1","1",6,NA,1,2,"1","1",7,10,"1",5,NA,0,NA,1,784,2016,5
64341,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,529,2017,8
102017,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,324,2018,5
22484,"0","1","0","0",0,NA,1,NA,"0","0",2,8,NA,6,8,9,4,6,676,2017,2
55948,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,576,2017,10
47371,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,8,NA,NA,625,2018,8
90947,"1","0","0","0",2,NA,0,NA,"1","0",4,7,"0",7,NA,5,NA,2,361,2016,7
96221,"0","0","1","0",4,1,0,NA,"1","0",2,7,"1",NA,NA,9,NA,6,400,2018,2
82900,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,484,2018,5
89003,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,441,2018,5
33784,"0","0","0","0",12,NA,1,2,"1","1",1,6,"0",4,6,4,NA,6,676,2017,8
2361,"0","0","0","0",2,2,1,NA,"0","1",2,5,"0",NA,NA,4,NA,3,1024,2017,11
100336,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,361,2018,5
43177,"1","0","0","1",6,NA,0,1,"1","1",4,8,"0",5,NA,6,NA,5,529,2016,5
55718,"0","0","0","1",4,NA,1,2,"1","1",2,9,"1",7,NA,4,NA,8,484,2016,6
12201,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,841,2018,5
11029,"1","0","0","1",2,NA,1,1,"1","1",1,10,"1",3,8,5,NA,12,784,2016,11
79364,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,484,2018,5
70542,"1","0","0","0",7,NA,1,2,"1","1",1,10,"0",3,NA,1,NA,7,529,2017,12
60646,"1","0","1","0",3,1,0,NA,"0","1",1,8,"1",6,9,6,6,7,529,2017,6
86075,"0","0","0","0",6,1,0,NA,"1","0",1,10,"0",NA,NA,9,NA,7,441,2017,9
14532,"1","0","0","0",6,NA,0,1,"1","1",1,7,"0",6,NA,6,NA,9,729,2016,2
95760,"1","1","0","0",6,5,0,NA,"1","1",1,5,"1",NA,NA,9,NA,5,361,2017,6
2149,"1","1","1","1",2,1,1,NA,"1","0",2,3,"0",NA,NA,1,NA,1,1089,2018,2
95433,"0","0","0","0",5,NA,0,1,"1","1",5,10,"0",4,NA,7,NA,4,361,2016,9
97560,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,5,NA,361,2017,5
23840,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,3,NA,NA,784,2018,7
85096,"1","1","0","0",3,NA,0,2,"0","1",1,10,"1",3,6,1,2,10,400,2017,1
31757,"0","0","1","0",1,NA,0,0,"1","0",1,10,"1",6,6,5,NA,8,576,2016,2
53480,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,625,2018,8
47936,"0","0","1","1",11,NA,0,3,"1","1",1,9,"0",7,NA,5,NA,4,529,2016,10
78480,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,4,8,NA,NA,529,2018,7
85644,"0","1","0","1",2,NA,1,1,"0","1",1,10,"1",7,7,6,7,10,400,2016,11
69341,"1","1","0","0",4,1,0,NA,"1","1",2,8,"1",NA,NA,3,NA,8,529,2018,2
34857,"1","0","1","1",7,5,0,NA,"1","1",5,8,"1",NA,NA,0,NA,3,676,2018,1
6074,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,961,2018,5
39535,"0","0","0","0",2,2,0,NA,"0","1",3,7,"0",NA,NA,9,NA,7,625,2018,3
61661,"0","1","0","0",3,NA,1,1,"0","1",5,8,"1",9,7,6,NA,5,529,2017,2
39052,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,6,7,NA,NA,676,2018,10
86342,"0","0","1","0",6,NA,0,1,"1","1",2,4,"0",10,6,0,5,1,400,2016,10
56177,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,5,8,NA,NA,576,2017,12
68404,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,8,2,6,NA,484,2016,11
100720,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,361,2018,5
28846,"0","0","1","1",9,NA,0,0,"1","0",6,10,"0",7,5,7,3,5,625,2016,3
42142,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,8,NA,NA,676,2018,8
33424,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,676,2018,6
33150,"0","0","0","0",5,NA,1,0,"1","0",1,5,"0",6,6,7,NA,6,576,2016,3
56494,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,576,2018,5
22005,"1","0","0","0",NA,NA,0,NA,"0","0",NA,NA,"1",3,NA,2,NA,NA,676,2016,11
14954,"0","1","0","0",5,NA,1,0,"0","0",1,7,"1",6,NA,5,NA,5,729,2016,10
101534,"0","0","1","0",5,1,0,NA,"1","1",1,10,"1",NA,NA,1,NA,8,324,2018,1
49996,"0","0","1","1",9,5,1,NA,"1","1",2,6,"1",NA,NA,4,NA,5,625,2018,1
87253,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,441,2017,10
42403,"1","0","0","1",4,15,0,NA,"1","1",4,8,"1",NA,NA,2,NA,2,625,2018,3
40799,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,8,NA,NA,676,2018,10
87079,"0","0","0","1",7,NA,0,2,"1","1",4,6,"1",8,NA,4,NA,3,361,2016,3
39609,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,676,2018,6
45364,"1","0","1","1",3,NA,0,2,"1","1",1,10,"0",6,5,7,4,8,529,2016,5
88571,"1","0","0","0",6,2,2,NA,"1","1",2,7,"1",NA,NA,1,NA,5,441,2018,1
31590,"0","0","1","0",2,2,1,NA,"0","1",3,10,"1",NA,NA,2,NA,11,676,2017,10
71650,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,4,NA,NA,529,2018,7
94265,"0","0","1","0",2,1,0,NA,"0","1",4,7,"0",NA,NA,0,NA,4,400,2018,4
61098,"0","0","0","0",6,NA,0,1,"1","1",4,8,"0",9,NA,0,NA,5,529,2017,8
79169,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,484,2018,6
7912,"0","0","1","1",2,NA,2,2,"1","1",1,5,"0",3,1,6,NA,7,841,2016,11
70695,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,5,1,5,NA,484,2017,1
25759,"1","0","0","1",10,NA,0,1,"1","1",3,9,"0",7,9,0,1,6,676,2017,5
43806,"1","0","0","0",1,15,0,NA,"0","1",2,7,"0",NA,NA,1,NA,6,625,2017,7
98825,"0","0","0","0",5,NA,0,1,"0","1",3,6,"0",6,NA,3,NA,4,324,2016,7
97144,"1","0","1","0",5,4,0,NA,"0","1",4,10,"1",NA,NA,7,NA,3,400,2018,1
71612,"0","0","0","0",1,0,0,NA,"0","1",1,10,"0",5,5,3,4,7,484,2017,1
66904,"1","0","0","0",1,NA,0,1,"0","1",2,6,"0",8,NA,3,NA,2,529,2018,3
79559,"0","0","0","0",6,NA,0,NA,"1","0",1,5,"0",9,7,4,5,3,400,2016,7
80748,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,5,9,3,NA,484,2018,5
9036,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,3,NA,841,2017,2
76898,"1","1","1","0",2,2,0,NA,"0","1",3,8,"1",NA,NA,4,NA,3,484,2018,3
6090,"0","0","1","0",4,NA,0,0,"1","0",4,1,"1",6,6,8,4,-6,841,2016,3
